,mtkid,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function.,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,HarmVirtue,HarmVice,FairnessVirtue,FairnessVice,IngroupVirtue,IngroupVice,AuthorityVirtue,AuthorityVice,PurityVirtue,PurityVice,anger_nrc,anticipation_nrc,disgust_nrc,fear_nrc,joy_nrc,negative_nrc,positive_nrc,sadness_nrc,surprise_nrc,trust_nrc
27,aA3A6C832U11,179,18.46,56.66,58.86,57.46,179,16.2,91.62,54.75,17.32,11.73,7.26,1.12,2.23,0.0,1.12,5.59,3.91,10.06,16.2,5.03,6.7,2.23,22.91,2.79,1.12,2.79,2.23,2.23,3.91,2.79,1.12,0.0,0.56,0.0,12.29,0.56,0.56,0.0,0.0,13.41,1.68,2.79,1.68,2.23,2.23,3.91,2.79,1.12,1.12,0.56,3.91,0.56,3.35,0.0,0.56,7.82,3.35,1.12,1.68,0.56,1.12,2.79,15.64,1.68,11.17,1.68,5.03,4.47,1.12,2.23,1.12,1.12,2.23,0.0,2.79,0.56,1.68,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.56,0.0279329608938547,0.0279329608938547,0.0111731843575419,0.0279329608938547,0.0279329608938547,0.0279329608938547,0.0558659217877095,0.0167597765363128,0.0111731843575419,0.0223463687150838
28,aA2PMT406U11,453,49.31,94.14,70.8,99.0,453,11.92,88.08,47.24,14.35,11.48,3.09,5.74,1.32,1.32,0.0,2.87,2.65,12.14,7.28,7.06,6.18,1.1,23.62,3.75,0.66,0.66,2.43,2.65,7.28,6.84,0.44,0.0,0.22,0.22,14.35,0.0,0.88,0.0,1.99,7.95,1.99,1.1,0.88,3.97,0.44,1.55,1.1,0.66,0.44,0.0,5.3,1.1,3.31,0.0,0.0,16.11,13.02,1.1,1.77,1.1,0.0,1.1,20.09,4.64,19.87,6.62,4.86,8.39,0.66,2.21,0.0,0.22,0.0,0.0,1.99,0.0,1.1,0.44,0.44,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0198675496688742,0.0154525386313466,0.011037527593819,0.0154525386313466,0.0176600441501104,0.0242825607064018,0.0419426048565121,0.011037527593819,0.008830022075055191,0.0198675496688742
29,aA25PFSORU11,564,45.05,38.14,68.76,88.71,564,12.59,85.82,49.11,16.84,10.28,7.27,0.0,2.66,0.0,0.35,6.56,5.14,10.82,7.8,6.21,5.14,2.66,17.91,5.32,1.6,2.66,1.95,1.42,7.62,5.67,1.95,0.35,0.71,0.0,8.16,0.0,0.53,0.18,0.35,12.77,3.01,1.42,2.66,2.66,1.42,3.19,6.56,2.3,2.84,1.42,3.72,1.6,0.71,0.35,0.18,5.32,2.66,0.89,0.18,2.13,0.0,4.61,11.7,1.24,13.12,1.24,5.85,6.03,0.53,3.01,0.53,0.53,0.35,0.18,2.48,0.71,1.06,0.53,0.0,0.18,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123893805309735,0.0283185840707965,0.0141592920353982,0.0194690265486726,0.0336283185840708,0.0283185840707965,0.0530973451327434,0.0176991150442478,0.0194690265486726,0.0230088495575221
30,aA1PYK3QSU11,100,71.5,57.92,79.76,63.69,100,15.0,81.0,49.0,14.0,12.0,7.0,0.0,3.0,1.0,1.0,2.0,5.0,15.0,8.0,2.0,5.0,4.0,17.0,4.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,8.0,3.0,2.0,1.0,2.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,6.0,11.0,0.0,17.0,2.0,7.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.01,0.0,0.02
31,aA3UMJK16U11,3667,53.6,48.04,71.95,92.63,3667,15.87,87.07,50.23,16.69,11.48,7.47,0.55,2.1,1.04,0.33,5.21,5.37,12.22,7.99,5.97,5.15,1.47,17.04,5.37,1.91,1.58,1.17,1.5,7.34,5.73,1.53,0.38,0.25,0.19,8.59,1.15,0.22,1.91,0.35,11.1,1.88,1.42,1.64,2.81,1.85,2.7,3.63,1.53,0.93,0.55,4.91,1.2,0.68,0.05,2.24,6.98,2.1,1.66,1.69,1.77,0.46,2.65,12.0,1.28,15.11,2.67,6.63,5.97,1.25,2.48,0.98,0.6,0.33,0.11,1.28,0.08,0.68,0.33,0.14,0.03,0,0,0,0,0,0,0,0,0,0,0,0.0,0.03,0.03,0.03,0.03,0.0,0.11,0.03,0.25,0.0,0.0119956379498364,0.0310796074154853,0.00954198473282443,0.0160850599781898,0.0433478735005453,0.0280806979280262,0.0629770992366412,0.0144492911668484,0.0160850599781898,0.0278080697928026
32,aA1PBFDQRU11,783,99.0,36.02,20.67,99.0,783,20.95,65.13,34.87,7.02,6.13,5.49,0.0,0.64,0.0,0.0,0.89,8.17,15.45,1.92,1.79,1.02,0.26,7.79,3.45,0.77,0.0,3.96,0.77,7.28,6.77,0.51,0.13,0.13,0.0,2.3,0.0,0.0,0.13,0.13,5.75,0.26,0.38,0.13,3.58,1.28,0.38,3.96,0.89,0.26,0.89,2.55,0.89,0.0,0.13,1.28,6.26,0.51,4.34,4.73,4.21,0.13,3.58,4.09,0.0,10.09,4.21,4.6,1.53,1.4,1.66,0.51,0.64,0.0,0.0,0.64,0.38,0.0,0.26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0127713920817369,0.0178799489144317,0.00638569604086846,0.0038314176245210704,0.0217113665389527,0.008939974457215841,0.0523627075351213,0.005108556832694761,0.0408684546615581,0.0242656449553001
33,aAJZT40UHU11,267,95.37,48.5,47.33,39.14,267,18.35,71.16,43.45,11.61,8.99,6.37,1.12,0.75,0.75,0.0,2.62,8.61,14.98,2.62,4.49,1.87,0.37,7.49,1.5,0.75,1.5,1.87,3.0,3.75,2.25,1.5,0.0,0.75,0.0,5.62,0.0,0.37,0.0,0.75,1.87,0.37,0.0,0.0,0.75,0.37,0.75,5.62,3.75,1.12,0.0,2.25,0.0,2.25,0.0,0.0,9.36,2.62,0.37,1.12,3.75,1.5,4.49,6.37,0.0,13.86,1.12,9.74,3.37,0.37,10.49,0.0,0.37,0.37,0.37,0.75,0.37,0.0,0.37,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.00749063670411985,0.00749063670411985,0.0037453183520599295,0.0224719101123595,0.00749063670411985,0.0262172284644195,0.0224719101123595,0.0112359550561798,0.0037453183520599295,0.00749063670411985
34,aA3KC385CU11,72377,61.25,48.42,46.03,39.08,72377,19.16,83.9,53.08,14.99,6.82,3.67,0.48,0.93,0.89,0.85,8.15,7.01,13.62,8.18,6.49,6.11,1.81,15.18,4.83,2.88,2.07,1.48,2.77,4.95,2.81,2.07,0.38,0.72,0.27,7.34,0.11,0.13,0.49,0.73,13.51,2.94,1.95,1.22,3.4,2.07,3.4,2.59,1.09,0.7,0.55,1.49,0.48,0.5,0.2,0.26,6.04,1.36,1.33,2.24,1.23,0.56,2.96,10.5,0.96,12.5,1.61,6.39,4.6,1.76,1.13,0.22,0.52,0.17,0.16,1.35,0.26,0.35,0.34,0.39,0.05,0,0,0,0,0,0,0,0,0,0,0,0.06,0.11,0.07,0.01,0.08,0.03,0.16,0.01,0.03,0.02,0.0140899493534631,0.0213626264438403,0.0104467107351338,0.0168223783172102,0.0163807736362005,0.029725515090459998,0.0467548956018934,0.0141451499385893,0.0109159157087065,0.0284145011937127
35,aA28SVE69U11,22508,83.41,7.82,1.0,25.63,22508,42.72,64.48,35.87,0.11,0.06,0.03,0.0,0.03,0.0,0.0,0.04,0.03,14.23,7.2,0.04,0.04,14.23,7.25,0.03,0.0,0.01,14.21,0.0,0.03,0.01,0.02,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,14.28,0.02,0.0,0.02,0.02,14.21,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.06,0.02,0.02,0.01,0.0,0.01,0.03,7.2,0.0,0.05,0.01,0.01,0.03,28.42,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000133285942775902,0.000133285942775902,4.44286475919673e-05,4.44286475919673e-05,0.000133285942775902,0.000177714590367869,0.00022214323795983598,0.0,4.44286475919673e-05,0.000133285942775902
36,aAW1QY7Q8U11,43,56.66,87.75,34.47,69.6,43,16.28,88.37,58.14,18.6,13.95,4.65,4.65,4.65,0.0,0.0,4.65,6.98,13.95,11.63,4.65,2.33,2.33,23.26,4.65,4.65,2.33,0.0,4.65,6.98,4.65,2.33,0.0,2.33,0.0,11.63,0.0,0.0,0.0,0.0,6.98,0.0,0.0,2.33,2.33,0.0,2.33,2.33,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.63,4.65,0.0,6.98,0.0,0.0,9.3,18.6,2.33,13.95,2.33,6.98,4.65,2.33,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,2.33,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232558139534884,0.0465116279069767,0.0,0.0465116279069767,0.0,0.0465116279069767,0.0232558139534884,0.0,0.0,0.0232558139534884
37,aA1WCAVFOU11,404,78.51,78.59,34.22,90.82,404,17.08,85.89,48.27,13.12,8.17,3.22,0.99,2.97,0.5,0.5,4.95,7.67,13.12,8.91,3.96,3.47,1.24,15.84,5.69,1.98,1.24,2.72,2.23,8.42,6.19,2.23,0.74,0.99,0.25,11.14,0.5,0.25,0.74,0.99,10.89,2.72,1.73,2.23,2.72,1.24,2.72,1.98,0.99,0.74,0.25,1.98,0.5,0.0,0.0,1.24,8.91,2.48,2.23,4.21,0.99,0.5,2.97,12.87,1.24,12.62,1.49,5.45,5.69,2.97,1.98,0.5,2.48,0.25,0.74,1.24,0.0,0.5,0.5,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.25,0.0,0.0,0.0,0.49,0.25,0.0,0.0,0.0246913580246914,0.0395061728395062,0.0123456790123457,0.0271604938271605,0.0197530864197531,0.0469135802469136,0.0666666666666667,0.0197530864197531,0.0222222222222222,0.0395061728395062
38,aA14SXXOGU11,10375,54.25,43.14,64.74,39.0,10375,15.92,86.3,54.03,16.0,9.58,5.95,0.5,1.5,0.96,0.67,6.42,6.55,12.93,9.31,6.26,5.11,2.27,17.45,4.5,2.24,2.25,1.32,2.1,6.05,3.35,2.61,0.39,0.99,0.35,8.25,0.19,0.28,0.34,1.01,11.34,2.25,1.72,1.51,2.54,1.32,3.23,2.75,1.3,0.84,0.44,2.03,0.42,0.54,0.19,0.91,6.45,1.45,1.26,2.41,1.33,0.61,3.85,11.6,1.11,14.32,1.76,6.49,6.31,2.18,1.68,0.55,0.92,0.29,0.15,1.68,0.53,0.37,0.44,0.37,0.0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.07,0.02,0.02,0.09,0.01,0.1,0.05,0.03,0.01,0.0164803392444102,0.0261179645335389,0.0132999228989977,0.0183114880493446,0.0199498843484965,0.0368157286044719,0.044236700077101,0.0185042405551272,0.0126252891287587,0.0261179645335389
39,aA1CX684FU11,416,93.04,77.19,62.04,66.7,416,19.47,76.44,42.31,10.58,5.77,2.16,1.44,1.44,0.24,0.48,4.81,5.05,17.07,3.85,4.09,2.88,0.96,10.1,6.01,0.72,0.72,1.2,1.92,5.05,3.61,1.44,0.0,0.72,0.24,7.93,0.0,0.72,0.0,1.2,5.77,1.68,0.96,0.24,0.96,1.68,0.24,5.29,1.68,3.12,0.48,1.92,0.96,0.72,0.0,0.24,6.73,2.64,1.2,2.16,1.68,0.0,3.12,6.49,0.72,19.23,2.16,10.58,6.49,2.64,5.29,0.48,0.72,0.24,0.0,1.44,0.0,1.2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.24,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.009615384615384621,0.0288461538461538,0.007211538461538459,0.0216346153846154,0.03125,0.0192307692307692,0.0528846153846154,0.0264423076923077,0.0216346153846154,0.0264423076923077
40,aA39KKGT1U11,37388,58.15,45.76,69.84,85.86,37388,16.26,82.33,45.91,14.02,9.27,5.87,0.81,1.46,0.59,0.55,4.73,5.09,11.15,7.57,6.54,4.17,2.0,16.05,5.35,1.88,1.27,1.8,2.29,7.42,5.41,1.96,0.3,0.49,0.39,7.96,0.5,0.48,0.51,0.64,10.77,1.86,1.31,1.25,2.74,1.47,3.17,3.26,1.54,0.66,0.78,3.17,0.89,0.54,0.08,1.58,6.74,2.39,1.38,1.64,1.8,0.36,3.91,10.76,1.26,15.06,2.19,6.6,6.48,1.33,2.68,0.6,0.73,0.16,0.1,3.51,0.25,1.68,1.05,0.51,0.1,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.01,0.0,0.14,0.01,0.07,0.01,0.04,0.03,0.0113068348881345,0.0315415252198551,0.008553633957926809,0.0128304509368902,0.0327711101013071,0.0268904867552324,0.0539680842532945,0.0137660046510385,0.0159311432466387,0.0243243965678544
41,aASWRCA8JU11,22680,71.24,59.3,49.27,68.86,22680,17.88,80.49,46.12,11.9,7.61,3.97,0.74,2.02,0.48,0.41,4.28,6.4,12.24,8.05,5.18,4.54,2.09,15.67,4.78,2.16,1.77,1.9,1.86,6.17,4.2,1.91,0.32,0.66,0.35,8.58,0.46,0.24,0.54,0.65,10.08,1.96,1.56,1.52,1.96,1.63,2.75,2.79,1.26,0.8,0.53,3.12,0.66,0.67,0.22,1.23,7.05,2.31,1.22,2.29,1.52,0.48,2.76,10.95,1.3,14.21,1.98,6.44,5.97,2.58,1.94,0.49,0.76,0.55,0.26,1.08,0.18,0.43,0.25,0.18,0.02,0,0,0,0,0,0,0,0,0,0,0,0.14,0.11,0.03,0.0,0.15,0.03,0.15,0.02,0.07,0.02,0.0160003526248512,0.0317362366112752,0.0115484638779918,0.0185568827963151,0.0306342839511615,0.0330145016970071,0.0561555075593952,0.0171904614977741,0.0138846035174329,0.0333230484418389
42,aAHEEMGVMU11,150,93.26,78.82,47.78,84.54,150,23.33,85.33,40.67,9.33,7.33,4.67,1.33,1.33,0.0,0.0,2.0,5.33,16.0,4.0,4.67,3.33,0.0,10.0,3.33,1.33,1.33,4.67,0.67,8.67,6.0,2.67,0.67,0.67,1.33,11.33,1.33,0.0,0.0,0.0,8.67,1.33,1.33,2.0,1.33,3.33,1.33,1.33,0.67,0.0,0.0,0.67,0.0,0.0,0.0,0.67,22.0,10.67,1.33,12.67,0.67,0.67,2.0,7.33,0.67,15.33,0.0,9.33,6.0,7.33,3.33,1.33,4.0,0.0,0.0,1.33,0.0,1.33,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0066666666666666706,0.0133333333333333,0.0,0.0133333333333333,0.02,0.0333333333333333,0.02,0.0133333333333333,0.0,0.0133333333333333
43,aA2BA753YU11,488,59.97,95.91,4.25,1.89,488,19.88,80.33,48.98,14.34,10.45,0.61,1.64,5.74,1.43,1.02,3.89,5.33,11.89,9.84,2.46,5.94,2.05,14.55,4.51,2.05,1.02,1.02,1.84,8.4,2.66,5.53,0.2,3.07,1.23,14.55,1.02,0.0,0.41,1.64,11.27,2.66,1.84,1.84,1.23,3.07,1.43,1.43,0.41,0.2,0.82,1.64,0.61,0.82,0.0,0.2,13.32,2.66,2.46,6.97,1.43,1.23,1.84,9.63,2.46,9.22,0.82,5.94,2.66,3.69,0.82,0.41,1.84,0.0,0.61,0.41,0.41,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.82,0.2,0.0,1.64,0.0,0.2,0.0,0.0,0.0,0.0368852459016393,0.0327868852459016,0.0225409836065574,0.0512295081967213,0.0245901639344262,0.0717213114754098,0.05532786885245901,0.0348360655737705,0.014344262295082,0.0594262295081967
44,aA3IEFYBAU11,36346,84.65,70.72,20.08,49.86,36346,20.82,74.64,42.32,9.99,5.87,1.97,0.81,1.47,1.05,0.58,4.11,7.03,12.45,7.06,3.59,3.88,1.6,13.77,4.57,2.01,1.37,2.35,1.69,6.15,3.69,2.4,0.34,0.92,0.43,8.97,0.21,0.27,0.58,1.0,8.61,1.57,1.58,1.24,1.79,1.41,1.99,2.84,1.24,1.18,0.31,1.36,0.45,0.47,0.11,0.27,8.1,2.09,1.54,3.43,1.41,0.75,2.77,9.4,1.17,12.72,1.69,6.73,4.43,3.2,1.89,0.29,1.09,0.26,0.27,1.13,0.23,0.49,0.21,0.15,0.0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.11,0.07,0.02,0.14,0.04,0.16,0.08,0.05,0.02,0.0207966549295775,0.0273162411971831,0.0122964348591549,0.0244003080985916,0.0218970070422535,0.0402728873239437,0.0550176056338028,0.0194762323943662,0.0177706866197183,0.0335057218309859
45,aAHKRGPN5U11,554,52.61,68.69,33.31,63.41,554,18.23,90.25,54.69,16.25,5.96,1.62,0.54,1.81,0.18,1.81,10.29,7.58,12.82,9.03,6.5,8.12,0.54,16.25,4.87,2.17,4.15,0.9,2.17,4.51,3.25,1.26,0.18,0.0,0.72,7.76,0.0,0.0,0.18,0.0,14.26,2.71,4.87,1.26,2.17,1.26,3.07,5.05,2.17,2.53,0.36,0.0,0.0,0.0,0.0,0.0,5.05,1.44,1.44,1.08,2.17,0.36,0.54,12.09,2.17,12.45,1.81,7.58,3.61,3.25,4.33,0.0,1.99,0.0,0.0,0.36,0.0,0.18,0.18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.00902527075812274,0.0234657039711191,0.00180505415162455,0.0108303249097473,0.0234657039711191,0.0126353790613718,0.0451263537906137,0.0126353790613718,0.0162454873646209,0.0162454873646209
46,aA31D4OCLU11,43760,49.29,40.61,60.82,37.41,43760,14.1,85.8,53.18,16.24,10.33,6.17,0.62,1.46,1.3,0.77,5.91,5.83,12.59,9.22,6.06,5.94,2.16,17.38,4.54,1.94,1.18,2.33,2.1,6.35,3.48,2.82,0.3,1.33,0.51,8.03,0.21,0.34,0.54,1.23,10.34,1.48,1.35,1.44,2.33,1.77,3.01,2.98,1.52,0.66,0.65,3.01,1.12,0.56,0.25,1.01,6.23,1.7,1.18,1.83,1.8,0.43,3.61,12.21,1.36,14.73,2.09,6.82,6.02,0.85,1.87,0.66,0.53,0.53,0.27,2.42,1.16,0.5,0.35,0.34,0.01,0,0,0,0,0,0,0,0,0,0,0,0.06,0.1,0.02,0.0,0.08,0.0,0.1,0.01,0.1,0.02,0.015607147753758998,0.0279694712307481,0.0140761391161281,0.0175723230199717,0.0228508751885197,0.0335450847767469,0.0403774964581143,0.0164297792605457,0.0134134637356611,0.025547278460765002
47,aA375OH1SU11,22039,94.75,62.47,22.91,83.4,22039,20.26,73.96,39.92,9.11,6.31,3.26,0.69,1.14,0.9,0.31,2.78,8.19,13.93,4.21,3.09,3.01,0.94,10.46,4.4,1.45,1.23,2.29,1.97,6.48,4.86,1.62,0.2,0.68,0.29,7.15,0.64,0.22,0.37,1.23,6.26,1.46,1.12,0.96,1.48,0.85,1.49,6.12,4.22,1.11,0.59,1.97,0.5,0.58,0.14,0.72,7.52,1.94,1.17,2.98,1.76,0.41,2.48,7.18,0.87,12.2,1.38,7.43,3.43,2.59,5.14,0.71,0.95,0.33,0.15,0.91,0.11,0.41,0.17,0.14,0.0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.08,0.13,0.0,0.17,0.02,0.13,0.02,0.02,0.0,0.0155633195698534,0.0259993647624665,0.0113889014928082,0.0200553564136304,0.028449566677253995,0.0336222151640274,0.0566268886973093,0.0178320250465085,0.0127501247788012,0.0274059621579926
48,aA5OBJUPZU11,10640,56.41,45.47,50.48,54.43,10640,16.46,86.6,51.75,14.59,8.58,4.95,0.33,1.17,1.37,0.75,6.0,6.08,12.94,8.57,5.99,6.1,2.47,17.85,4.63,2.28,1.41,1.58,2.63,6.92,4.2,2.68,0.39,1.05,0.45,8.84,0.3,0.44,0.7,1.42,13.69,2.4,1.73,1.64,3.83,2.07,3.54,2.96,1.52,0.75,0.55,2.04,0.59,0.71,0.25,0.47,7.08,1.94,1.3,2.13,2.01,0.44,3.28,11.87,1.26,13.19,1.87,6.18,5.42,1.55,2.38,0.27,0.46,0.23,0.21,2.2,0.52,0.77,0.36,0.32,0.17,0,0,0,0,0,0,0,0,0,0,0,0.17,0.11,0.07,0.0,0.05,0.0,0.07,0.01,0.01,0.02,0.017743146826887,0.0316372512204281,0.0171798723244461,0.0205595193390912,0.0248779571911378,0.0387720615846789,0.0529478032294405,0.0188696958317687,0.0158655651520841,0.0323882838903492
49,aA6N19037U11,2710,56.36,67.1,39.06,45.43,2710,15.46,82.69,48.67,15.2,10.22,4.94,0.33,2.88,1.33,0.74,4.98,5.39,11.99,8.52,5.17,5.02,2.18,16.61,4.46,2.07,1.96,1.73,1.92,6.01,3.54,2.47,0.26,1.14,0.52,11.55,0.33,0.15,1.07,1.37,9.59,1.29,1.81,1.03,2.14,1.73,2.4,3.32,1.77,0.96,0.48,2.8,1.0,0.92,0.52,0.48,7.64,2.29,1.18,2.99,1.81,0.44,3.54,11.07,1.0,13.06,1.92,5.35,5.83,1.7,1.55,0.66,0.63,0.22,0.33,3.06,0.81,1.55,0.41,0.33,0.04,0,0,0,0,0,0,0,0,0,0,0,0.04,0.07,0.04,0.0,0.3,0.0,0.07,0.0,0.04,0.0,0.0195571955719557,0.0247232472324723,0.0173431734317343,0.018450184501845,0.0247232472324723,0.0431734317343173,0.0461254612546125,0.0217712177121771,0.0166051660516605,0.0247232472324723
50,aA2YGAEODU11,3361,71.35,61.37,39.85,55.5,3361,17.11,79.53,45.79,13.09,7.47,3.51,0.39,2.38,0.57,0.62,5.62,5.83,12.14,7.11,4.82,4.67,1.34,14.55,5.21,2.47,1.13,1.9,2.41,5.39,3.48,1.9,0.48,0.36,0.15,7.88,0.3,0.54,0.3,1.16,9.73,1.84,1.01,1.55,3.3,1.25,2.41,3.78,1.93,0.83,0.6,3.51,1.19,0.83,0.42,1.4,6.01,1.22,1.13,2.26,1.73,0.36,3.36,9.19,1.16,13.81,1.87,7.26,4.97,1.52,1.76,0.39,0.68,0.68,0.12,2.26,0.51,0.98,0.42,0.27,0.0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.0,0.0,0.18,0.0,0.06,0.0,0.12,0.03,0.0160666468313002,0.0285629277000893,0.0154715858375483,0.0187444213031836,0.0235049092531985,0.0386789645938709,0.0535554894376674,0.0163641773281761,0.0121987503719131,0.0240999702469503
51,aA20MO143U11,52929,57.69,55.54,40.56,34.81,52929,13.28,85.86,49.9,15.27,9.96,5.28,0.73,1.76,1.16,1.02,5.31,6.67,11.35,8.44,4.66,5.39,2.5,17.43,4.64,2.01,1.65,1.68,1.87,7.47,3.98,3.46,0.21,1.7,0.54,10.91,0.8,0.44,0.88,1.35,11.17,2.05,1.84,1.86,2.7,1.44,3.21,2.58,1.22,0.8,0.47,2.78,0.9,0.78,0.9,0.43,8.59,2.51,1.44,2.91,1.95,0.65,3.85,11.77,1.26,12.05,1.82,6.06,4.32,2.6,1.77,0.29,1.18,0.49,0.28,3.38,1.02,1.22,0.93,0.55,0.02,0,0,0,0,0,0,0,0,0,0,0,0.12,0.13,0.07,0.01,0.13,0.01,0.2,0.03,0.06,0.02,0.0212548886243836,0.028264278561847,0.0157380641992103,0.0253169340059325,0.0221806571066901,0.0441723818700523,0.0466473955676472,0.0215949668423737,0.0125451075969695,0.032930907442045
52,aACN0C9HPU11,1704,65.33,84.65,7.97,18.02,1704,20.89,80.81,46.95,14.67,8.74,1.58,1.12,2.29,2.23,1.53,5.93,5.81,11.74,7.75,4.4,4.05,2.11,15.49,3.46,1.47,1.35,1.41,2.17,7.22,3.35,3.87,0.41,2.29,0.47,12.97,0.29,0.12,1.0,1.94,10.45,1.88,1.94,1.76,1.94,2.05,2.05,3.05,1.76,0.7,0.35,1.7,0.7,0.35,0.59,0.18,8.63,2.17,1.23,3.93,1.17,0.88,3.64,10.09,1.41,11.03,1.41,6.04,3.93,2.76,0.94,0.12,1.47,1.35,0.76,0.94,0.41,0.47,0.12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.47,0.06,0.06,0.06,0.0,0.29,0.23,0.0,0.0,0.0363849765258216,0.0264084507042254,0.028169014084507005,0.0393192488262911,0.0234741784037559,0.0610328638497653,0.0475352112676056,0.0287558685446009,0.0176056338028169,0.0404929577464789
53,aA3HOBJ4PU11,34232,94.51,77.1,25.07,97.45,34232,16.69,72.83,37.96,7.93,5.82,1.96,0.47,1.95,1.17,0.28,2.11,6.08,14.46,4.38,3.04,3.13,0.6,11.24,4.58,1.4,0.74,3.61,1.39,8.73,6.94,1.72,0.17,0.62,0.64,8.5,0.7,0.41,0.93,1.13,5.64,1.16,0.72,1.18,1.55,0.74,0.92,2.39,1.33,0.27,0.44,2.74,0.55,0.65,0.07,1.23,9.95,2.68,3.12,4.61,3.56,0.43,2.14,8.32,0.74,15.28,2.68,7.33,5.34,1.33,1.72,1.2,0.9,0.17,0.26,0.75,0.02,0.52,0.12,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0.29,0.1,0.01,0.0,0.21,0.01,0.58,0.01,0.03,0.05,0.0147780373831776,0.0473130841121495,0.00811915887850467,0.0223422897196262,0.0536507009345794,0.0342289719626168,0.0808411214953271,0.0207067757009346,0.0342581775700935,0.0433411214953271
54,aA3GUSBF7U11,40981,91.66,63.86,46.19,99.0,40981,18.05,79.91,41.69,9.44,6.04,3.35,0.48,1.45,0.5,0.26,3.4,6.59,14.34,5.78,2.97,3.29,1.05,16.21,7.59,1.91,0.96,1.97,1.11,10.83,9.6,1.2,0.14,0.33,0.24,7.57,0.29,0.43,0.5,0.54,8.09,2.56,1.36,1.36,1.49,0.82,1.48,2.22,0.94,0.38,0.65,2.84,0.41,0.92,0.09,1.39,9.97,3.0,1.77,2.54,3.91,0.47,2.4,11.67,0.69,14.9,2.2,6.46,6.32,1.8,1.7,0.41,1.19,0.24,0.18,1.8,0.09,1.07,0.51,0.11,0.01,0,0,0,0,0,0,0,0,0,0,0,0.09,0.07,0.01,0.0,0.2,0.01,0.1,0.01,0.04,0.04,0.009858226983236129,0.0303799321636856,0.006515214367633779,0.0138600815011835,0.0315512066567434,0.0224006246797296,0.0585149215490105,0.0105902735413972,0.0114443278592518,0.0345037944413265
